train_loss,val_loss,train_f1,val_f1,lr
2.19610917487112,1.991292315902132,0.16914844512939453,0.23224934935569763,0.0001
1.9181383883331369,1.6974153211622527,0.29121384024620056,0.353325217962265,0.0001
1.6908453110934927,1.5691289143128828,0.3933737576007843,0.4533696174621582,0.0001
1.5101937363747837,1.3627777912399985,0.470889151096344,0.5393633842468262,0.0001
1.3029214096447779,1.224048266808192,0.5522642731666565,0.5979044437408447,0.0001
1.161284747442691,1.1677254248749127,0.6059162616729736,0.6082434058189392,0.0001
1.019653560893606,0.8883268494497646,0.6570927500724792,0.7314983606338501,0.0001
0.9149293256860201,1.0110197518811082,0.704638659954071,0.6505283117294312,0.0001
0.7984636085374015,0.8443517021157525,0.744470477104187,0.7284160852432251,0.0001
0.7286195587409057,0.6310482077074774,0.7685794234275818,0.7919333577156067,5e-05
0.5330816873279559,0.6084490219751993,0.8401420712471008,0.808221697807312,5e-05
0.4840238214958282,0.5945660196470491,0.8548146486282349,0.8134752511978149,5e-05
0.43475356377036123,0.5099867105935559,0.8655049800872803,0.8342843651771545,5e-05
0.4031471606014537,0.5457665529666524,0.8787143230438232,0.8287113308906555,5e-05
0.36102935112590423,0.6473525911851814,0.8940297961235046,0.8097298741340637,5e-05
0.34546776810268154,0.5714839595285329,0.8968315124511719,0.835970938205719,5e-05
0.3106208878343338,0.6285454086733587,0.9085341691970825,0.813954770565033,5e-05
0.282574574321576,0.9929534657434984,0.9144523739814758,0.7371426224708557,5e-05
